Inhalt der zu verarbeitenden Matrizen
-------------------------------------
In jeder Dateizeile stehen, getrennt durch Tabulator:
Zeile	Spalte	Wert
15879	6824	4
18280	1739	7
12769	20182	4
7359	12344	2
29657	138	1
20627	21638	5
32004	22585	7
6611	696	8
242	11388	6
8892	20918	1
6883	3047	5
7325	19583	3
25248	21514	7
4510	30806	3
21192	30712	2
27340	29224	3
10421	24106	3
4045	21215	3
10822	28829	5
21258	8813	6
=== Matrix Nr. 107 ===
6183	27503	2
22589	12191	8
4986	30065	1
7324	14118	5
29672	27500	1
3861	28246	1
1925	20993	7
3162	22147	2
2055	27499	4
26037	17425	4
18760	17817	2
10962	20616	7
21256	2638	4
3588	4427	7
19554	15952	4
14263	29897	2
27007	15813	1
=== Matrix Nr. 108 ===
2303	9793	5
31846	29525	8
30351	23655	7
28659	21681	2
7294	4501	3
24673	27259	8
16540	25675	5
18161	25302	2
31816	21798	2
22155	13570	8
2058	21408	5
17774	456	5
29274	7470	7
25675	28584	2
14426	27285	7
7521	4879	4
4723	21916	8
22129	20976	3
8206	21844	7
18081	28571	6
17635	14771	1
11694	22704	6
20373	16189	8
3067	12399	8
13460	14819	8
4951	22497	8
6520	615	7
5783	31881	7
27736	21478	5
21082	32673	5
8133	12120	2
5004	2063	3
12148	14622	5
4224	8332	1
6844	26882	2
20416	12480	6
22893	24366	7
17380	15164	1
17592	20737	5
26117	25497	5
20754	22230	8
8371	10014	3
5983	19	8
23409	14277	7
23242	1300	4
31525	23671	3
17932	18135	5
17918	27338	4
22046	6775	6
22971	11701	1
8572	13002	1
22881	10737	8
12937	25797	1
13242	31738	8
20664	4990	1
30254	21749	8
10110	22224	6
6118	13029	7
2882	31771	4
5932	9711	4
31674	25237	8
14211	6051	5
16514	32027	3
14582	27265	7
26572	406	5
4489	14134	1
22642	4673	8
6098	14913	3
24545	1912	7
14886	4	1
31112	218	4
24533	22120	8
20691	6880	4
31352	21154	4
32739	8760	6
11063	7867	7
7284	28809	3
17547	5601	2
4537	22122	8
27379	18360	2
24855	9385	7
14224	6681	2
32000	6976	2
5539	15876	7
22624	20102	7
